display_name,pdl_name,type
"Catarina, Texas","catarina, texas, united states",city
"Livonia, Indiana","livonia, indiana, united states",city
"Wheaton, Kansas","wheaton, kansas, united states",city
"Frankewing, Tennessee","frankewing, tennessee, united states",city
"Dacoma, Oklahoma","dacoma, oklahoma, united states",city
"Vernon, Illinois","vernon, illinois, united states",city
"Bradley, California","bradley, california, united states",city
"Goldville, Alabama","goldville, alabama, united states",city
"Peppertown, Indiana","peppertown, indiana, united states",city
"Fleming, Missouri","fleming, missouri, united states",city
"Nelson Lagoon, Alaska","nelson lagoon, alaska, united states",city
"Calvert, Alabama","calvert, alabama, united states",city
"Melvina, Wisconsin","melvina, wisconsin, united states",city
"Petroleum, Indiana","petroleum, indiana, united states",city
"Scircleville, Indiana","scircleville, indiana, united states",city
"Warwick, North Dakota","warwick, north dakota, united states",city
"Gunn City, Missouri","gunn city, missouri, united states",city
"Anthonyville, Arkansas","anthonyville, arkansas, united states",city
"Wahak Hotrontk, Arizona","wahak hotrontk, arizona, united states",city
"Covel, West Virginia","covel, west virginia, united states",city
"Buckeye, Iowa","buckeye, iowa, united states",city
"Luis Lopez, New Mexico","luis lopez, new mexico, united states",city
"Waterbury, Nebraska","waterbury, nebraska, united states",city
"Bairdstown, Ohio","bairdstown, ohio, united states",city
"Stockholm, Wisconsin","stockholm, wisconsin, united states",city
"Campo, Colorado","campo, colorado, united states",city
"Delaplaine, Arkansas","delaplaine, arkansas, united states",city
"Wells Tannery, Pennsylvania","wells tannery, pennsylvania, united states",city
"Walters, Minnesota","walters, minnesota, united states",city
"Milan, Kansas","milan, kansas, united states",city
"Beaver, Alaska","beaver, alaska, united states",city
"Fair Oaks, Oklahoma","fair oaks, oklahoma, united states",city
"Gerty, Oklahoma","gerty, oklahoma, united states",city
"Elba, Minnesota","elba, minnesota, united states",city
"Hagarville, Arkansas","hagarville, arkansas, united states",city
"Wiota, Iowa","wiota, iowa, united states",city
"Ranger, Georgia","ranger, georgia, united states",city
"Brick Center, Colorado","brick center, colorado, united states",city
"Plainville, Ohio","plainville, ohio, united states",city
"Golden View Colony, South Dakota","golden view colony, south dakota, united states",city
"Dundee, Mississippi","dundee, mississippi, united states",city
"La Cueva, New Mexico","la cueva, new mexico, united states",city
"Antimony, Utah","antimony, utah, united states",city
"Lucerne, Indiana","lucerne, indiana, united states",city
"Montello, Nevada","montello, nevada, united states",city
"Chiawuli Tak, Arizona","chiawuli tak, arizona, united states",city
"Milford, Indiana","milford, indiana, united states",city
"Scottville, Illinois","scottville, illinois, united states",city
"Harmon, Illinois","harmon, illinois, united states",city
"Zwingle, Iowa","zwingle, iowa, united states",city
"Stark, Kansas","stark, kansas, united states",city
"Speed, North Carolina","speed, north carolina, united states",city
"Knights Ferry, California","knights ferry, california, united states",city
"Cliftondale Park, Virginia","cliftondale park, virginia, united states",city
"Cleveland, North Dakota","cleveland, north dakota, united states",city
"Ringgold, Maryland","ringgold, maryland, united states",city
"Wellfleet, Nebraska","wellfleet, nebraska, united states",city
"Morrow, Louisiana","morrow, louisiana, united states",city
"Kipp, Kansas","kipp, kansas, united states",city
"Byron, Nebraska","byron, nebraska, united states",city
"Formoso, Kansas","formoso, kansas, united states",city
"Birney, Montana","birney, montana, united states",city
"Oxbow Estates, Arizona","oxbow estates, arizona, united states",city
"Irvington, Iowa","irvington, iowa, united states",city
"Bath Corner, South Dakota","bath corner, south dakota, united states",city
"Monument, Kansas","monument, kansas, united states",city
"North Hurley, New Mexico","north hurley, new mexico, united states",city
"High Amana, Iowa","high amana, iowa, united states",city
"Granite, Oregon","granite, oregon, united states",city
"Whitehaven, Maryland","whitehaven, maryland, united states",city
"Chelsea, Wisconsin","chelsea, wisconsin, united states",city
"Sailor Springs, Illinois","sailor springs, illinois, united states",city
"Rose Farm, Ohio","rose farm, ohio, united states",city
"Highland Beach, Maryland","highland beach, maryland, united states",city
"Brownington, Missouri","brownington, missouri, united states",city
"Kysorville, New York","kysorville, new york, united states",city
"Chatsworth, Iowa","chatsworth, iowa, united states",city
"Adona, Arkansas","adona, arkansas, united states",city
"Browntown, South Carolina","browntown, south carolina, united states",city
"Green Grass, South Dakota","green grass, south dakota, united states",city
"Lake Henry, Minnesota","lake henry, minnesota, united states",city
"St. Paul, Arkansas","st. paul, arkansas, united states",city
"Riverview Estates, Missouri","riverview estates, missouri, united states",city
"Virginia, Nebraska","virginia, nebraska, united states",city
"Effie, Minnesota","effie, minnesota, united states",city
"Floral, Arkansas","floral, arkansas, united states",city
"Country Life Acres, Missouri","country life acres, missouri, united states",city
"Elgin, Ohio","elgin, ohio, united states",city
"Defiance, Missouri","defiance, missouri, united states",city
"Blackburn, Oklahoma","blackburn, oklahoma, united states",city
"Rutledge, Missouri","rutledge, missouri, united states",city
"Augusta Springs, Virginia","augusta springs, virginia, united states",city
"Old Appleton, Missouri","old appleton, missouri, united states",city
"Canoe Creek, Pennsylvania","canoe creek, pennsylvania, united states",city
"Blanco, Oklahoma","blanco, oklahoma, united states",city
"Dumb Hundred, Pennsylvania","dumb hundred, pennsylvania, united states",city
"Essary Springs, Tennessee","essary springs, tennessee, united states",city
"Picuris Pueblo, New Mexico","picuris pueblo, new mexico, united states",city
"Running Water, South Dakota","running water, south dakota, united states",city
"Harmonsburg, Pennsylvania","harmonsburg, pennsylvania, united states",city
"Park, Kansas","park, kansas, united states",city
"Donnybrook, North Dakota","donnybrook, north dakota, united states",city
"Gratz, Kentucky","gratz, kentucky, united states",city
"Strandburg, South Dakota","strandburg, south dakota, united states",city
"Stone Lake, Wisconsin","stone lake, wisconsin, united states",city
"Culver, Kansas","culver, kansas, united states",city
"Veguita, New Mexico","veguita, new mexico, united states",city
"La Boca, New Mexico","la boca, new mexico, united states",city
"Arispe, Iowa","arispe, iowa, united states",city
"Macon, North Carolina","macon, north carolina, united states",city
"Bruceton Mills, West Virginia","bruceton mills, west virginia, united states",city
"Taft, Oklahoma","taft, oklahoma, united states",city
"Sharpsburg, Iowa","sharpsburg, iowa, united states",city
"Morningside, South Dakota","morningside, south dakota, united states",city
"Edgar, Montana","edgar, montana, united states",city
"Knob Lick, Missouri","knob lick, missouri, united states",city
"Manning, North Dakota","manning, north dakota, united states",city
"Tyaskin, Maryland","tyaskin, maryland, united states",city
"Fishtail, Montana","fishtail, montana, united states",city
"Capulin, New Mexico","capulin, new mexico, united states",city
"Arkoe, Missouri","arkoe, missouri, united states",city
"Wanda, Minnesota","wanda, minnesota, united states",city
"Vale Summit, Maryland","vale summit, maryland, united states",city
"Hartville, Wyoming","hartville, wyoming, united states",city
"Bache, Oklahoma","bache, oklahoma, united states",city
"Moose Pass, Alaska","moose pass, alaska, united states",city
"Tightwad, Missouri","tightwad, missouri, united states",city
"Akaska, South Dakota","akaska, south dakota, united states",city
"Wilsonville, Nebraska","wilsonville, nebraska, united states",city
"Pleasant Plain, Iowa","pleasant plain, iowa, united states",city
"Westford, New York","westford, new york, united states",city
"Carrier, Oklahoma","carrier, oklahoma, united states",city
"Flemington, Missouri","flemington, missouri, united states",city
"Robertson, Wyoming","robertson, wyoming, united states",city
"Nemaha, Iowa","nemaha, iowa, united states",city
"Kimbolton, Ohio","kimbolton, ohio, united states",city
"New Bavaria, Ohio","new bavaria, ohio, united states",city
"Allenville, Missouri","allenville, missouri, united states",city
"Robinson Mill, California","robinson mill, california, united states",city
"Edgerton, Wyoming","edgerton, wyoming, united states",city
"Santiago, Washington","santiago, washington, united states",city
"Pascola, Missouri","pascola, missouri, united states",city
"Belknap, Illinois","belknap, illinois, united states",city
"Bingham, Illinois","bingham, illinois, united states",city
"Harrisburg, Nebraska","harrisburg, nebraska, united states",city
"Peak, South Carolina","peak, south carolina, united states",city
"West Line, Missouri","west line, missouri, united states",city
"Dorchester, New Jersey","dorchester, new jersey, united states",city
"Bayside, Virginia","bayside, virginia, united states",city
"Reader, Arkansas","reader, arkansas, united states",city
"St. Joseph, Iowa","st. joseph, iowa, united states",city
"Evan, Minnesota","evan, minnesota, united states",city
"Petronila, Texas","petronila, texas, united states",city
"Leeds Point, New Jersey","leeds point, new jersey, united states",city
"Kathryn, North Dakota","kathryn, north dakota, united states",city
"Amanda Park, Washington","amanda park, washington, united states",city
"Maxatawny, Pennsylvania","maxatawny, pennsylvania, united states",city
"Ramona, Kansas","ramona, kansas, united states",city
"Wasta, South Dakota","wasta, south dakota, united states",city
"Duchess Landing, Oklahoma","duchess landing, oklahoma, united states",city
"Libertyville, Indiana","libertyville, indiana, united states",city
"Castine, Ohio","castine, ohio, united states",city
"Manchester, Kansas","manchester, kansas, united states",city
"Pingree, North Dakota","pingree, north dakota, united states",city
"Rome, Iowa","rome, iowa, united states",city
"Horace, Kansas","horace, kansas, united states",city
"St. Xavier, Montana","st. xavier, montana, united states",city
"Henry, Nebraska","henry, nebraska, united states",city
"Dawson, North Dakota","dawson, north dakota, united states",city
"Gould, Oklahoma","gould, oklahoma, united states",city
"Graysville, Ohio","graysville, ohio, united states",city
"Dundee, Minnesota","dundee, minnesota, united states",city
"Rob Roy, Indiana","rob roy, indiana, united states",city
"Comstock, Nebraska","comstock, nebraska, united states",city
"Zion, South Carolina","zion, south carolina, united states",city
"Sun Valley, Arizona","sun valley, arizona, united states",city
"Frankclay, Missouri","frankclay, missouri, united states",city
"Brazos, Texas","brazos, texas, united states",city
"Inger, Minnesota","inger, minnesota, united states",city
"McCool, Mississippi","mccool, mississippi, united states",city
"Waukena, California","waukena, california, united states",city
"New Trier, Minnesota","new trier, minnesota, united states",city
"Tancred, California","tancred, california, united states",city
"Lavinia, Tennessee","lavinia, tennessee, united states",city
"McGrew, Nebraska","mcgrew, nebraska, united states",city
"Galestown, Maryland","galestown, maryland, united states",city
"Hillsdale, Oklahoma","hillsdale, oklahoma, united states",city
"Olmitz, Kansas","olmitz, kansas, united states",city
"Baileyville, Kansas","baileyville, kansas, united states",city
"Volant, Pennsylvania","volant, pennsylvania, united states",city
"Sandyville, Ohio","sandyville, ohio, united states",city
"Chester, Oklahoma","chester, oklahoma, united states",city
"Butters, North Carolina","butters, north carolina, united states",city
"Zalma, Missouri","zalma, missouri, united states",city
"Alexandria, Nebraska","alexandria, nebraska, united states",city
"Windom, Texas","windom, texas, united states",city
"Alder, Washington","alder, washington, united states",city
"Johannesburg, California","johannesburg, california, united states",city
"Istachatta, Florida","istachatta, florida, united states",city
"Eagle River, Michigan","eagle river, michigan, united states",city
"Whiting, Missouri","whiting, missouri, united states",city
"Saronville, Nebraska","saronville, nebraska, united states",city
"Quinn, South Dakota","quinn, south dakota, united states",city
"Board Camp, Arkansas","board camp, arkansas, united states",city
"Millwood, Georgia","millwood, georgia, united states",city
"Home, Kansas","home, kansas, united states",city
"Sageville, Iowa","sageville, iowa, united states",city
"Sour John, Oklahoma","sour john, oklahoma, united states",city
"Coleharbor, North Dakota","coleharbor, north dakota, united states",city
"Parkerville, Kansas","parkerville, kansas, united states",city
"Clifton Hill, Missouri","clifton hill, missouri, united states",city
"Gardner, North Dakota","gardner, north dakota, united states",city
"Morrison Bluff, Arkansas","morrison bluff, arkansas, united states",city
"Sundance, Utah","sundance, utah, united states",city
"Gardners, Pennsylvania","gardners, pennsylvania, united states",city
"Crown Point, Alaska","crown point, alaska, united states",city
"Barstow, Washington","barstow, washington, united states",city
"Eagle Harbor, Maryland","eagle harbor, maryland, united states",city
"Lafferty, Ohio","lafferty, ohio, united states",city
"Natural Bridge, New York","natural bridge, new york, united states",city
"Zeeland, North Dakota","zeeland, north dakota, united states",city
"Willowbrook, Kansas","willowbrook, kansas, united states",city
"Moundville, Missouri","moundville, missouri, united states",city
"Miller's Cove, Texas","miller's cove, texas, united states",city
"Clearmont, Wyoming","clearmont, wyoming, united states",city
"Comstock, Minnesota","comstock, minnesota, united states",city
"Wabaunsee, Kansas","wabaunsee, kansas, united states",city
"Riceville, Pennsylvania","riceville, pennsylvania, united states",city
"Arrow Point, Missouri","arrow point, missouri, united states",city
"Cale, Arkansas","cale, arkansas, united states",city
"Whitewater, Missouri","whitewater, missouri, united states",city
"Northwest Stanwood, Washington","northwest stanwood, washington, united states",city
"Melstone, Montana","melstone, montana, united states",city
"Hidalgo, Illinois","hidalgo, illinois, united states",city
"Twin Lakes, Oklahoma","twin lakes, oklahoma, united states",city
"Buck Creek, Indiana","buck creek, indiana, united states",city
"Pacific Junction, Iowa","pacific junction, iowa, united states",city
"Tuskahoma, Oklahoma","tuskahoma, oklahoma, united states",city
"Triumph, Illinois","triumph, illinois, united states",city
"Merritt, Illinois","merritt, illinois, united states",city
"Purdin, Missouri","purdin, missouri, united states",city
"Eastabuchie, Mississippi","eastabuchie, mississippi, united states",city
"Olds, Iowa","olds, iowa, united states",city
"Holt, Minnesota","holt, minnesota, united states",city
"St. Olaf, Iowa","st. olaf, iowa, united states",city
"Makoti, North Dakota","makoti, north dakota, united states",city
"Oakwood, Oklahoma","oakwood, oklahoma, united states",city
"Ebony, Virginia","ebony, virginia, united states",city
"Millard, Missouri","millard, missouri, united states",city
"Kalapana, Hawaii","kalapana, hawaii, united states",city
"Oldtown, Maryland","oldtown, maryland, united states",city
"Cartago, California","cartago, california, united states",city
"Kickapoo Site 1, Kansas","kickapoo site 1, kansas, united states",city
"Pulaski, Indiana","pulaski, indiana, united states",city
"Glen Allen, Missouri","glen allen, missouri, united states",city
"Pulaski, Ohio","pulaski, ohio, united states",city
"Darwin, California","darwin, california, united states",city
"Centenary, Indiana","centenary, indiana, united states",city
"White Mesa, Utah","white mesa, utah, united states",city
"Laporte, Minnesota","laporte, minnesota, united states",city
"Ventana, Arizona","ventana, arizona, united states",city
"Yarnell, Pennsylvania","yarnell, pennsylvania, united states",city
"Jennette, Arkansas","jennette, arkansas, united states",city
"Mayfield, Kansas","mayfield, kansas, united states",city
"Cambridge, Kansas","cambridge, kansas, united states",city
"Glen Wilton, Virginia","glen wilton, virginia, united states",city
"Havana, North Dakota","havana, north dakota, united states",city
"McClave, Colorado","mcclave, colorado, united states",city
"Fortuna, North Dakota","fortuna, north dakota, united states",city
"Dell City, Texas","dell city, texas, united states",city
"Tradesville, South Carolina","tradesville, south carolina, united states",city
"Hazel Run, Minnesota","hazel run, minnesota, united states",city
"Union Grove, Alabama","union grove, alabama, united states",city
"Orviston, Pennsylvania","orviston, pennsylvania, united states",city
"Soldier, Kansas","soldier, kansas, united states",city
"Shelltown, Pennsylvania","shelltown, pennsylvania, united states",city
"Wikieup, Arizona","wikieup, arizona, united states",city
"Kohls Ranch, Arizona","kohls ranch, arizona, united states",city
"Dickerson City, Florida","dickerson city, florida, united states",city
"Bartow, West Virginia","bartow, west virginia, united states",city
"Cayce, Kentucky","cayce, kentucky, united states",city
"Grafton, Vermont","grafton, vermont, united states",city
"Yorkshire, Ohio","yorkshire, ohio, united states",city
"Mutual, Ohio","mutual, ohio, united states",city
"Dixie, West Virginia","dixie, west virginia, united states",city
"Stanley, Iowa","stanley, iowa, united states",city
"Avilla, Missouri","avilla, missouri, united states",city
"Port Heiden, Alaska","port heiden, alaska, united states",city
"Gate, Oklahoma","gate, oklahoma, united states",city
"Dora, Arkansas","dora, arkansas, united states",city
"Skwentna, Alaska","skwentna, alaska, united states",city
"Nondalton, Alaska","nondalton, alaska, united states",city
"Shirley, Illinois","shirley, illinois, united states",city
"Palo Verde, California","palo verde, california, united states",city
"De Graff, Minnesota","de graff, minnesota, united states",city
"Kildare, Oklahoma","kildare, oklahoma, united states",city
"Clinton, Nebraska","clinton, nebraska, united states",city
"Rogers, Nebraska","rogers, nebraska, united states",city
"Flaxville, Montana","flaxville, montana, united states",city
"Beecher Falls, Vermont","beecher falls, vermont, united states",city
"Mobeetie, Texas","mobeetie, texas, united states",city
"Four Points, Texas","four points, texas, united states",city
"Sumava Resorts, Indiana","sumava resorts, indiana, united states",city
"Gulkana, Alaska","gulkana, alaska, united states",city
"West Kill, New York","west kill, new york, united states",city
"Deer Park, Alabama","deer park, alabama, united states",city
"Holmesville, Nebraska","holmesville, nebraska, united states",city
"Basco, Illinois","basco, illinois, united states",city
"Bridgeville, New York","bridgeville, new york, united states",city
"Cora, Wyoming","cora, wyoming, united states",city
"Lebanon Church, Virginia","lebanon church, virginia, united states",city
"Corona, South Dakota","corona, south dakota, united states",city
"Dudley, Missouri","dudley, missouri, united states",city
"Bethany, Indiana","bethany, indiana, united states",city
"Parkdale, Arkansas","parkdale, arkansas, united states",city
"Williford, Arkansas","williford, arkansas, united states",city
"Piqua, Kansas","piqua, kansas, united states",city
"Popponesset Island, Massachusetts","popponesset island, massachusetts, united states",city
"Tar Heel, North Carolina","tar heel, north carolina, united states",city
"Blandville, Kentucky","blandville, kentucky, united states",city
"Valley Park, Mississippi","valley park, mississippi, united states",city
"Sciota, Illinois","sciota, illinois, united states",city
"Zemple, Minnesota","zemple, minnesota, united states",city
"Yale, Kansas","yale, kansas, united states",city
"Lewis and Clark Village, Missouri","lewis and clark village, missouri, united states",city
"Kasaan, Alaska","kasaan, alaska, united states",city
"Faxon, Oklahoma","faxon, oklahoma, united states",city
"Hazard, Nebraska","hazard, nebraska, united states",city
"Silver Star, Montana","silver star, montana, united states",city
"Bridger, South Dakota","bridger, south dakota, united states",city
"Masonville, Iowa","masonville, iowa, united states",city
"Eugenio Saenz, Texas","eugenio saenz, texas, united states",city
"Fellows, California","fellows, california, united states",city
"Bier, Maryland","bier, maryland, united states",city
"Venturia, North Dakota","venturia, north dakota, united states",city
"Moselle, Mississippi","moselle, mississippi, united states",city
"Gibbs, Missouri","gibbs, missouri, united states",city
"Ripley, Illinois","ripley, illinois, united states",city
"Willard, Kansas","willard, kansas, united states",city
"Sheppards Mill, New Jersey","sheppards mill, new jersey, united states",city
"Independence, Utah","independence, utah, united states",city
"Verdi, California","verdi, california, united states",city
"Billingsley, Alabama","billingsley, alabama, united states",city
"Scottsburg, Virginia","scottsburg, virginia, united states",city
"Tupelo, Arkansas","tupelo, arkansas, united states",city
"Dewey, Illinois","dewey, illinois, united states",city
"Atwood, Oklahoma","atwood, oklahoma, united states",city
"Iola, Illinois","iola, illinois, united states",city
"Milfay, Oklahoma","milfay, oklahoma, united states",city
"Gentry, Missouri","gentry, missouri, united states",city
"Whitewater, Indiana","whitewater, indiana, united states",city
"Farwell, Nebraska","farwell, nebraska, united states",city
"Struble, Iowa","struble, iowa, united states",city
"Selz, North Dakota","selz, north dakota, united states",city
"Beatty, Oregon","beatty, oregon, united states",city
"Edinburg, Missouri","edinburg, missouri, united states",city
"Agenda, Kansas","agenda, kansas, united states",city
"Knowlton, Wisconsin","knowlton, wisconsin, united states",city
"Amity, Missouri","amity, missouri, united states",city
"Pleasant Valley Colony, Montana","pleasant valley colony, montana, united states",city
"Peoria, Colorado","peoria, colorado, united states",city
"Climbing Hill, Iowa","climbing hill, iowa, united states",city
"Bringhurst, Indiana","bringhurst, indiana, united states",city
"Miami, Missouri","miami, missouri, united states",city
"Point Isabel, Indiana","point isabel, indiana, united states",city
"Zurich, Kansas","zurich, kansas, united states",city
"California, Kentucky","california, kentucky, united states",city
"Ada, Kansas","ada, kansas, united states",city
"Center Point, Arkansas","center point, arkansas, united states",city
"Valera, Texas","valera, texas, united states",city
"Ethel, Missouri","ethel, missouri, united states",city
"Waller, Pennsylvania","waller, pennsylvania, united states",city
"Jamestown, South Carolina","jamestown, south carolina, united states",city
"Silerton, Tennessee","silerton, tennessee, united states",city
"Lipscomb, Texas","lipscomb, texas, united states",city
"Dazey, North Dakota","dazey, north dakota, united states",city
"Clearfield Colony, South Dakota","clearfield colony, south dakota, united states",city
"Centropolis, Kansas","centropolis, kansas, united states",city
"Abbyville, Kansas","abbyville, kansas, united states",city
"Mooresville, Alabama","mooresville, alabama, united states",city
"Carpenter, Iowa","carpenter, iowa, united states",city
"Greenville, Iowa","greenville, iowa, united states",city
"Kingston, Iowa","kingston, iowa, united states",city
"Lebanon, Wisconsin","lebanon, wisconsin, united states",city
"Bartlett, Kansas","bartlett, kansas, united states",city
"Grenville, South Dakota","grenville, south dakota, united states",city
"Gray, Iowa","gray, iowa, united states",city
"Primrose, Nebraska","primrose, nebraska, united states",city
"Ponca, Arkansas","ponca, arkansas, united states",city
"Olowalu, Hawaii","olowalu, hawaii, united states",city
"Camp Three, Montana","camp three, montana, united states",city
"Oak Grove, Arkansas","oak grove, arkansas, united states",city
"Pinhook Corner, Oklahoma","pinhook corner, oklahoma, united states",city
"Wiota, Wisconsin","wiota, wisconsin, united states",city
"Lanesboro, Iowa","lanesboro, iowa, united states",city
"Orient, Washington","orient, washington, united states",city
"Finley, Oklahoma","finley, oklahoma, united states",city
"Tennant, California","tennant, california, united states",city
"Tuttle, California","tuttle, california, united states",city
"Tindall, Missouri","tindall, missouri, united states",city
"Miltonsburg, Ohio","miltonsburg, ohio, united states",city
"Brookston, Minnesota","brookston, minnesota, united states",city
"Danbury, Nebraska","danbury, nebraska, united states",city
"Russellville, Illinois","russellville, illinois, united states",city
"Colona, Colorado","colona, colorado, united states",city
"Huron, Tennessee","huron, tennessee, united states",city
"Wedron, Illinois","wedron, illinois, united states",city
"North Crows Nest, Indiana","north crows nest, indiana, united states",city
"Pawnee, Texas","pawnee, texas, united states",city
"Coy, Arkansas","coy, arkansas, united states",city
"Toronto, Iowa","toronto, iowa, united states",city
"Pontiac, Missouri","pontiac, missouri, united states",city
"Mount Judea, Arkansas","mount judea, arkansas, united states",city
"Whipholt, Minnesota","whipholt, minnesota, united states",city
"Buckhorn, Kentucky","buckhorn, kentucky, united states",city
"McCaskill, Arkansas","mccaskill, arkansas, united states",city
"Tallapoosa, Missouri","tallapoosa, missouri, united states",city
"Belmore, Ohio","belmore, ohio, united states",city
"Sumner, Missouri","sumner, missouri, united states",city
"Saxon, Wisconsin","saxon, wisconsin, united states",city
"Nubieber, California","nubieber, california, united states",city
"Briggs, Texas","briggs, texas, united states",city
"Rancho Grande, New Mexico","rancho grande, new mexico, united states",city
"Leon, Oklahoma","leon, oklahoma, united states",city
"Kicking Horse, Montana","kicking horse, montana, united states",city
"Fishers Landing, New York","fishers landing, new york, united states",city
"Londonderry, Vermont","londonderry, vermont, united states",city
"Cave Spring, Oklahoma","cave spring, oklahoma, united states",city
"Montmorenci, Indiana","montmorenci, indiana, united states",city
"Caledonia, North Dakota","caledonia, north dakota, united states",city
"Steele City, Nebraska","steele city, nebraska, united states",city
"Corinth, Arkansas","corinth, arkansas, united states",city
"Powell, Texas","powell, texas, united states",city
"Jalapa, Indiana","jalapa, indiana, united states",city
"Valmont, Colorado","valmont, colorado, united states",city
"Octa, Ohio","octa, ohio, united states",city
"Benedict, Maryland","benedict, maryland, united states",city
"Navarre, Kansas","navarre, kansas, united states",city
"Nielsville, Minnesota","nielsville, minnesota, united states",city
"West York, Illinois","west york, illinois, united states",city
"Pierpont, Missouri","pierpont, missouri, united states",city
"Gloster, Louisiana","gloster, louisiana, united states",city
"Little Orleans, Maryland","little orleans, maryland, united states",city
"Rothville, Missouri","rothville, missouri, united states",city
"Igiugig, Alaska","igiugig, alaska, united states",city
"Twin Hills, Alaska","twin hills, alaska, united states",city
"Barronett, Wisconsin","barronett, wisconsin, united states",city
"Farlington, Kansas","farlington, kansas, united states",city
"Nashua, Minnesota","nashua, minnesota, united states",city
"Brant Lake, South Dakota","brant lake, south dakota, united states",city
"Berwyn, Nebraska","berwyn, nebraska, united states",city
"Richland, Nebraska","richland, nebraska, united states",city
"St. Paul, Iowa","st. paul, iowa, united states",city
"Hoehne, Colorado","hoehne, colorado, united states",city
"Weatherby, Missouri","weatherby, missouri, united states",city
"Havana, Kansas","havana, kansas, united states",city
"Lebanon, South Dakota","lebanon, south dakota, united states",city
"Rivervale, Arkansas","rivervale, arkansas, united states",city
"Everett, Georgia","everett, georgia, united states",city
"Spring Hill, Indiana","spring hill, indiana, united states",city
"Batesville, Ohio","batesville, ohio, united states",city
"Harris, Missouri","harris, missouri, united states",city
"Bridgeton, Indiana","bridgeton, indiana, united states",city
"Kaylor, South Dakota","kaylor, south dakota, united states",city
"Garden City, Iowa","garden city, iowa, united states",city
"Brandon, Montana","brandon, montana, united states",city
"Quamba, Minnesota","quamba, minnesota, united states",city
"Wallace, South Dakota","wallace, south dakota, united states",city
"Cherry Valley, Pennsylvania","cherry valley, pennsylvania, united states",city
"Zenda, Kansas","zenda, kansas, united states",city
"Big Lake, Missouri","big lake, missouri, united states",city
"Coyville, Kansas","coyville, kansas, united states",city
"Turtle River, Minnesota","turtle river, minnesota, united states",city
"Tamassee, South Carolina","tamassee, south carolina, united states",city
"Winslow, Nebraska","winslow, nebraska, united states",city
"Hobbs, Indiana","hobbs, indiana, united states",city
"Alpine, Arkansas","alpine, arkansas, united states",city
"Luna, New Mexico","luna, new mexico, united states",city
"North River, North Dakota","north river, north dakota, united states",city
"Woodbury, Kentucky","woodbury, kentucky, united states",city
"Deer Creek, Oklahoma","deer creek, oklahoma, united states",city
"Violet Hill, Arkansas","violet hill, arkansas, united states",city
"Tolstoy, South Dakota","tolstoy, south dakota, united states",city
"South Fork, Missouri","south fork, missouri, united states",city
"New Middletown, Indiana","new middletown, indiana, united states",city
"Huntley, Nebraska","huntley, nebraska, united states",city
"Harbine, Nebraska","harbine, nebraska, united states",city
"Ali Chukson, Arizona","ali chukson, arizona, united states",city
"Nightmute, Alaska","nightmute, alaska, united states",city
"Hessville, Ohio","hessville, ohio, united states",city
"Cartersburg, Indiana","cartersburg, indiana, united states",city
"Takotna, Alaska","takotna, alaska, united states",city
"Latham, Missouri","latham, missouri, united states",city
"Carlton Landing, Oklahoma","carlton landing, oklahoma, united states",city
"Wardsboro, Vermont","wardsboro, vermont, united states",city
"Everton, Arkansas","everton, arkansas, united states",city
"Glen Lyn, Virginia","glen lyn, virginia, united states",city
"Ralston, Iowa","ralston, iowa, united states",city
"Union Hill, Illinois","union hill, illinois, united states",city
"New Albany, Kansas","new albany, kansas, united states",city
"Gove City, Kansas","gove city, kansas, united states",city
"Powersville, Missouri","powersville, missouri, united states",city
"South Naknek, Alaska","south naknek, alaska, united states",city
"Ponshewaing, Michigan","ponshewaing, michigan, united states",city
"Toco, Texas","toco, texas, united states",city
"Jamesville Colony, South Dakota","jamesville colony, south dakota, united states",city
"Dixon, Nebraska","dixon, nebraska, united states",city
"Paradise, Montana","paradise, montana, united states",city
"Kinsman, Illinois","kinsman, illinois, united states",city
"Girdletree, Maryland","girdletree, maryland, united states",city
"Bristol, Georgia","bristol, georgia, united states",city
"Golden Acres, New Mexico","golden acres, new mexico, united states",city
"South Lead Hill, Arkansas","south lead hill, arkansas, united states",city
"Lake Sumner, New Mexico","lake sumner, new mexico, united states",city
"Clayton, Iowa","clayton, iowa, united states",city
"Foreston, South Carolina","foreston, south carolina, united states",city
"Drysdale, Arizona","drysdale, arizona, united states",city
"Martin, North Dakota","martin, north dakota, united states",city
"Lehr, North Dakota","lehr, north dakota, united states",city
"Dayton, Alabama","dayton, alabama, united states",city
"Bushnell, South Dakota","bushnell, south dakota, united states",city
"Oak Hall, Virginia","oak hall, virginia, united states",city
"Silver Springs, Alaska","silver springs, alaska, united states",city
"Excursion Inlet, Alaska","excursion inlet, alaska, united states",city
"Latimer, Kansas","latimer, kansas, united states",city
"Geyser, Montana","geyser, montana, united states",city
"Petrey, Alabama","petrey, alabama, united states",city
"Oto, Iowa","oto, iowa, united states",city
"Blue, Oklahoma","blue, oklahoma, united states",city
"Vining, Iowa","vining, iowa, united states",city
"Tasley, Virginia","tasley, virginia, united states",city
"Woodsville, New York","woodsville, new york, united states",city
"White Lake, New York","white lake, new york, united states",city
"Paac Ciinak, Wisconsin","paac ciinak, wisconsin, united states",city
"Lumber Bridge, North Carolina","lumber bridge, north carolina, united states",city
"Reubens, Idaho","reubens, idaho, united states",city
"Hardy, Montana","hardy, montana, united states",city
